"Target gene symbol","Target gene ID","Target gene type3prime_overlapping_nMt_rRNAMt_tRNATECantisense_RNAbidirectional_promotlincRNAmacro_lncRNAmiRNAmisc_RNAprocessed_transcriptprotein_codingrRNAsense_intronicsense_overlappingsnRNAsnoRNA","ProtocolPAR-CLIP,MiClipPAR-CLIP,PARalyzerPAR-CLIP,Piranha_0.01iCLIP,CIMSiCLIP,Piranha_0.01iCLIP,PureCLIP","Target gene exp. level","Binding site records"
"GTPBP2","ENSG00000172432","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"HELZ","ENSG00000198265","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"HERPUD1","ENSG00000051108","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"HEXIM1","ENSG00000186834","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"HIST1H2AG","ENSG00000196787","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"HJURP","ENSG00000123485","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"HOXB6","ENSG00000108511","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"HPS4","ENSG00000100099","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"HSDL1","ENSG00000103160","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"HSPH1","ENSG00000120694","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"IGBP1","ENSG00000089289","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"IGSF8","ENSG00000162729","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"IL6R","ENSG00000160712","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ILF2","ENSG00000143621","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"INPP1","ENSG00000151689","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"INPP5A","ENSG00000068383","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"INTS12","ENSG00000138785","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"INTS14","ENSG00000138614","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"INTS6","ENSG00000102786","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"IQGAP1","ENSG00000140575","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ITGA3","ENSG00000005884","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ITM2B","ENSG00000136156","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"KANSL3","ENSG00000114982","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"KCNE1","ENSG00000180509","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"KCNK3","ENSG00000171303","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"KIAA1549","ENSG00000122778","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"KIF18B","ENSG00000186185","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"KLF16","ENSG00000129911","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"LAMTOR1","ENSG00000149357","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"LARP4B","ENSG00000107929","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"LDLRAD4","ENSG00000168675","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"LHPP","ENSG00000107902","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"LIN54","ENSG00000189308","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"LRPAP1","ENSG00000163956","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MACROD2","ENSG00000172264","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MAFG","ENSG00000197063","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MAML2","ENSG00000184384","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MAPK7","ENSG00000166484","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MDGA1","ENSG00000112139","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MED12","ENSG00000184634","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MICAL3","ENSG00000243156","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MIDN","ENSG00000167470","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MKX","ENSG00000150051","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MPRIP","ENSG00000133030","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MRPL36","ENSG00000171421","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MRPL37","ENSG00000116221","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MRPL9","ENSG00000143436","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MRPS21","ENSG00000266472","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MRPS30","ENSG00000112996","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MT-ND6","ENSG00000198695","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MT2A","ENSG00000125148","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MTDH","ENSG00000147649","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MYL12B","ENSG00000118680","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"MYO19","ENSG00000278259","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NAXD","ENSG00000213995","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NCOA6","ENSG00000198646","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NELFB","ENSG00000188986","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NETO2","ENSG00000171208","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NFKBIA","ENSG00000100906","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NINJ1","ENSG00000131669","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NKX3-2","ENSG00000109705","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NLRC3","ENSG00000167984","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NPDC1","ENSG00000107281","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NR5A2","ENSG00000116833","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NSD1","ENSG00000165671","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NSDHL","ENSG00000147383","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NTSR1","ENSG00000101188","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NUAK2","ENSG00000163545","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NUBP1","ENSG00000103274","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NUPL2","ENSG00000136243","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"NUSAP1","ENSG00000137804","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"OLR1","ENSG00000173391","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ORC1","ENSG00000085840","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"OSMR","ENSG00000145623","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"OXSM","ENSG00000151093","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PANX1","ENSG00000110218","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PAQR3","ENSG00000163291","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PCNX1","ENSG00000100731","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PDAP1","ENSG00000106244","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PDP1","ENSG00000164951","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PERP","ENSG00000112378","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PFKFB3","ENSG00000170525","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PHF8","ENSG00000172943","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PIAS1","ENSG00000033800","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PIP4K2C","ENSG00000166908","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PKP4","ENSG00000144283","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PLEKHM2","ENSG00000116786","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PLXNA2","ENSG00000076356","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PMF1-BGLAP","ENSG00000260238","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PNKD","ENSG00000127838","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"POFUT1","ENSG00000101346","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"POLE","ENSG00000177084","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"POLR2M","ENSG00000255529","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"POLR3D","ENSG00000168495","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PPARA","ENSG00000186951","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PPM1G","ENSG00000115241","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PPP1R8","ENSG00000117751","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PRDM4","ENSG00000110851","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PRDX1","ENSG00000117450","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PRDX4","ENSG00000123131","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PRELID3B","ENSG00000101166","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PRKAR2A","ENSG00000114302","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PRPF4","ENSG00000136875","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PRSS56","ENSG00000237412","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PSMA2","ENSG00000106588","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PSMD11","ENSG00000108671","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PTPRF","ENSG00000142949","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"PVR","ENSG00000073008","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RAB2A","ENSG00000104388","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RAB40C","ENSG00000197562","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RABEP1","ENSG00000029725","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RBAK-RBAKDN","ENSG00000272968","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RBBP6","ENSG00000122257","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RBM10","ENSG00000182872","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RDH14","ENSG00000240857","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RERE","ENSG00000142599","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RETREG2","ENSG00000144567","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RGS12","ENSG00000159788","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RHOA","ENSG00000067560","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RHOG","ENSG00000177105","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RNF145","ENSG00000145860","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RNF212","ENSG00000178222","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RNF34","ENSG00000170633","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RNF41","ENSG00000181852","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RNPEPL1","ENSG00000142327","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RPL7A","ENSG00000148303","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RPLP2","ENSG00000177600","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RPS21","ENSG00000171858","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"RTL8A","ENSG00000203950","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"S100A4","ENSG00000196154","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"S100A6","ENSG00000197956","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SAPCD2","ENSG00000186193","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SAR1B","ENSG00000152700","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SDF2","ENSG00000132581","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SELENOF","ENSG00000183291","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SEPHS2","ENSG00000179918","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SETD7","ENSG00000145391","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SF3B2","ENSG00000087365","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SH3BP5","ENSG00000131370","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SHANK2","ENSG00000162105","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SIRT2","ENSG00000068903","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC12A8","ENSG00000221955","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC15A4","ENSG00000139370","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC1A3","ENSG00000079215","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC25A30","ENSG00000174032","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC25A39","ENSG00000013306","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC30A6","ENSG00000152683","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC41A1","ENSG00000133065","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC44A1","ENSG00000070214","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC46A1","ENSG00000076351","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC4A7","ENSG00000033867","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SLC7A6","ENSG00000103064","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SMAP2","ENSG00000084070","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SNRK","ENSG00000163788","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SOX13","ENSG00000143842","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SP3","ENSG00000172845","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SPC24","ENSG00000161888","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SPOUT1","ENSG00000198917","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SPSB1","ENSG00000171621","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SSU72","ENSG00000160075","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ST6GALNAC4","ENSG00000136840","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"STT3B","ENSG00000163527","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"STYX","ENSG00000198252","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SYNPO","ENSG00000171992","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"SYS1","ENSG00000204070","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TBC1D10B","ENSG00000169221","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TBC1D2B","ENSG00000167202","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TBL1XR1","ENSG00000177565","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TCF19","ENSG00000137310","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TEX14","ENSG00000121101","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TFG","ENSG00000114354","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TGFB1","ENSG00000105329","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"THAP4","ENSG00000176946","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"THAP7","ENSG00000184436","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TIRAP","ENSG00000150455","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TK1","ENSG00000167900","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TMED7","ENSG00000134970","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TMEM104","ENSG00000109066","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TMEM129","ENSG00000168936","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TMEM39A","ENSG00000176142","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TMSB10","ENSG00000034510","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TMSB4X","ENSG00000205542","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TNS3","ENSG00000136205","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TOLLIP","ENSG00000078902","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TOX2","ENSG00000124191","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TRAF7","ENSG00000131653","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TRAM1","ENSG00000067167","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TRIM25","ENSG00000121060","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TRIO","ENSG00000038382","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TSEN54","ENSG00000182173","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TSPEAR","ENSG00000175894","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TUBA1B","ENSG00000123416","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TULP4","ENSG00000130338","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"TXNDC15","ENSG00000113621","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"U2AF1","ENSG00000160201","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"UBALD2","ENSG00000185262","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"UBE2D2","ENSG00000131508","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"UBR3","ENSG00000144357","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"USP36","ENSG00000055483","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"USP9X","ENSG00000124486","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"USPL1","ENSG00000132952","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"VEZT","ENSG00000028203","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"VPS39","ENSG00000166887","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"WDR27","ENSG00000184465","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"WDR89","ENSG00000140006","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"WFS1","ENSG00000109501","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"WIPF2","ENSG00000171475","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"WWTR1","ENSG00000018408","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"XPO1","ENSG00000082898","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"YIF1A","ENSG00000174851","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"YWHAB","ENSG00000166913","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"YWHAQ","ENSG00000134308","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZBTB17","ENSG00000116809","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZBTB2","ENSG00000181472","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZBTB20","ENSG00000181722","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZBTB25","ENSG00000089775","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZDHHC3","ENSG00000163812","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZDHHC8","ENSG00000099904","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZFP36","ENSG00000128016","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZFR","ENSG00000056097","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZMIZ1","ENSG00000108175","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF41","ENSG00000147124","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF468","ENSG00000204604","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF513","ENSG00000163795","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF526","ENSG00000167625","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF628","ENSG00000197483","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF664","ENSG00000179195","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF780A","ENSG00000197782","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF79","ENSG00000196152","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF841","ENSG00000197608","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZNF92","ENSG00000146757","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZRANB1","ENSG00000019995","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ZSWIM6","ENSG00000130449","protein_coding","PAR-CLIP,Piranha_0.01","","4"
"ABCA13","ENSG00000179869","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ABCF2","ENSG00000033050","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ABHD16A","ENSG00000204427","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AC008878.3","ENSG00000268861","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AC019117.3","ENSG00000283321","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AC131160.1","ENSG00000283765","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ACIN1","ENSG00000100813","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ADAM19","ENSG00000135074","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ADCK2","ENSG00000133597","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AGBL5","ENSG00000084693","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AHCTF1","ENSG00000153207","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AHSA1","ENSG00000100591","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AKAP6","ENSG00000151320","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AKIRIN1","ENSG00000174574","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AL121758.1","ENSG00000270299","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AL669918.1","ENSG00000250264","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ALDH16A1","ENSG00000161618","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AMIGO3","ENSG00000176020","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ANKH","ENSG00000154122","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ANKRD52","ENSG00000139645","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ANO3","ENSG00000134343","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AP000350.4","ENSG00000251357","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ARF5","ENSG00000004059","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ARF6","ENSG00000165527","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ARHGAP21","ENSG00000107863","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ARHGAP32","ENSG00000134909","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ARIH1","ENSG00000166233","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ARL5B","ENSG00000165997","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ARL6IP5","ENSG00000144746","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ARPC5","ENSG00000162704","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ASB13","ENSG00000196372","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ASXL2","ENSG00000143970","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ATF6","ENSG00000118217","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ATG101","ENSG00000123395","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ATP5E","ENSG00000124172","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ATP6V1G2-DDX39B","ENSG00000254870","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"ATXN7L3","ENSG00000087152","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AXL","ENSG00000167601","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"AZI2","ENSG00000163512","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BACE1","ENSG00000186318","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BAHD1","ENSG00000140320","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BAMBI","ENSG00000095739","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BICRAL","ENSG00000112624","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BLOC1S3","ENSG00000189114","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BMPER","ENSG00000164619","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BRPF3","ENSG00000096070","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BSDC1","ENSG00000160058","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BTG1","ENSG00000133639","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"BUB1","ENSG00000169679","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"C1R","ENSG00000159403","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"C2CD3","ENSG00000168014","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"C5orf15","ENSG00000113583","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"C5orf51","ENSG00000205765","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"C7orf73","ENSG00000243317","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"CACHD1","ENSG00000158966","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"CALN1","ENSG00000183166","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"CBARP","ENSG00000099625","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"CCDC28A","ENSG00000024862","protein_coding","PAR-CLIP,Piranha_0.01","","3"
"CCND1","ENSG00000110092","protein_coding","PAR-CLIP,Piranha_0.01","","3"
